CNTYVTD,VTDKEY,Biden,Trump,Biden % ,Trump % 
4430003,8272,17,96,0.15,0.85
4450101,8275,39,248,0.14,0.86
4450102,8276,155,799,0.16,0.84
4450201,8277,105,325,0.24,0.76
4450202,8278,72,266,0.21,0.79
4450301,8279,221,473,0.32,0.68
4450401,8280,159,559,0.22,0.78
4450402,8281,6,142,0.04,0.96
4470001,8282,12,223,0.05,0.95
4470002,8283,21,196,0.10,0.90
4473003,8284,27,204,0.12,0.88
4474005,8285,13,45,0.22,0.78
4474006,8286,9,138,0.06,0.94
4490001,8287,238,80,0.75,0.25
4490002,8288,139,273,0.34,0.66
4490003,8289,90,367,0.20,0.80
4490004,8290,92,430,0.18,0.82
4490005,8291,21,203,0.09,0.91
4490006,8292,126,730,0.15,0.85
4490007,8293,137,658,0.17,0.83
4490008,8294,306,280,0.52,0.48
4490009,8295,66,218,0.23,0.77
4490010,8296,69,593,0.10,0.90
4490011,8297,23,103,0.18,0.82
4490012,8298,29,171,0.15,0.86
4490014,8299,390,621,0.39,0.61
4490015,8300,86,451,0.16,0.84
4490016,8301,388,1237,0.24,0.76
4490017,8302,180,116,0.61,0.39
4490018,8303,31,112,0.22,0.78
4490019,8304,156,305,0.34,0.66
4490020,8305,289,622,0.32,0.68
4510106,8306,313,469,0.40,0.60
4510107,8307,85,209,0.29,0.71
4510108,8308,67,554,0.11,0.89
4510112,8309,74,646,0.10,0.90
4510114,8310,238,149,0.61,0.39
4510124,8311,390,291,0.57,0.43
4510137,8312,608,826,0.42,0.58
4510144,8313,401,514,0.44,0.56
4510146,8314,659,874,0.43,0.57
4510213,8315,201,2012,0.09,0.91
4510215,8316,424,1355,0.24,0.76
4510225,8317,5,63,0.07,0.93
4510228,8318,495,1214,0.29,0.71
4510230,8319,1065,2645,0.29,0.71
4510241,8320,888,2932,0.23,0.77
4510304,8321,557,1490,0.27,0.73
4510305,8322,14,17,0.45,0.55
4510306,8323,324,765,0.30,0.70
4510308,8324,74,121,0.38,0.62
4510319,8325,686,1794,0.28,0.72
4510327,8326,580,979,0.37,0.63
4510348,8327,103,394,0.21,0.79
4510351,8328,63,226,0.22,0.78
4510358,8329,484,2906,0.14,0.86
4510401,8330,30,74,0.29,0.71
4510402,8331,664,1207,0.35,0.65
4510420,8332,119,336,0.26,0.74
4510421,8333,631,1882,0.25,0.75
4510422,8334,118,925,0.11,0.89
4510423,8335,91,720,0.11,0.89
4510424,8336,453,1069,0.30,0.70
4510434,8337,258,434,0.37,0.63
4510435,8338,222,433,0.34,0.66
4510436,8339,801,1733,0.32,0.68
4530101,8340,4512,932,0.83,0.17
4530102,8341,672,178,0.79,0.21
4530103,8342,861,286,0.75,0.25
4530104,8343,686,282,0.71,0.29
4530105,8344,6764,2116,0.76,0.24
4530106,8345,1699,1308,0.57,0.43
4530107,8346,155,188,0.45,0.55
4530108,8347,1007,226,0.82,0.18
4530109,8348,1481,503,0.75,0.25
4530110,8349,4280,1864,0.70,0.30
4530111,8350,2771,907,0.75,0.25
4530112,8351,1138,346,0.77,0.23
4530113,8352,4827,1742,0.73,0.27
4530114,8353,130,69,0.65,0.35
4530115,8354,0,0,0.00,0.00
4530116,8355,0,0,0.00,0.00
4530117,8356,2225,292,0.88,0.12
4530118,8357,377,47,0.89,0.11
4530119,8358,0,0,0.00,0.00
4530120,8359,200,57,0.78,0.22
4530121,8360,822,120,0.87,0.13
4530122,8361,2095,162,0.93,0.07
4530123,8362,4695,2361,0.67,0.33
4530124,8363,3724,399,0.90,0.10
4530125,8364,1,1,0.50,0.50
4530126,8365,4129,321,0.93,0.07
4530127,8366,0,0,0.00,0.00
4530128,8367,0,0,0.00,0.00
4530129,8368,2121,176,0.92,0.08
4530130,8369,1484,162,0.90,0.10
4530131,8370,1,0,1.00,0.00
4530132,8371,2064,201,0.91,0.09
4530133,8372,1726,203,0.89,0.11
4530134,8373,0,0,0.00,0.00
4530135,8374,6164,737,0.89,0.11
4530136,8375,1473,929,0.61,0.39
4530137,8376,6211,3799,0.62,0.38
4530138,8377,0,0,0.00,0.00
4530139,8378,2006,436,0.82,0.18
4530140,8379,1191,244,0.83,0.17
4530141,8380,347,58,0.86,0.14
4530142,8381,891,88,0.91,0.09
4530145,8382,1458,579,0.72,0.28
4530146,8383,1507,855,0.64,0.36
4530148,8384,2608,1067,0.71,0.29
4530149,8385,1449,160,0.90,0.10
4530150,8386,949,785,0.55,0.45
4530151,8387,1760,188,0.90,0.10
4530152,8388,2891,159,0.95,0.05
4530153,8389,3724,1192,0.76,0.24
4530154,8390,2738,819,0.77,0.23
4530156,8391,4399,620,0.88,0.12
4530160,8392,1276,608,0.68,0.32
4530161,8393,1137,560,0.67,0.33
4530163,8394,110,189,0.37,0.63
4530164,8395,1004,257,0.80,0.20
4530200,8396,4124,500,0.89,0.11
4530202,8397,2455,304,0.89,0.11
4530203,8398,1051,446,0.70,0.30
4530205,8399,1806,448,0.80,0.20
4530206,8400,1125,190,0.86,0.14
4530207,8401,3068,1048,0.75,0.25
4530208,8402,2483,413,0.86,0.14
4530209,8403,623,176,0.78,0.22
4530210,8404,1035,473,0.69,0.31
4530211,8405,1247,364,0.77,0.23
4530212,8406,2051,1766,0.54,0.46
4530213,8407,0,0,0.00,0.00
4530214,8408,1654,654,0.72,0.28
4530215,8409,1374,510,0.73,0.27
4530216,8410,1448,394,0.79,0.21
4530217,8411,1360,351,0.79,0.21
4530218,8412,4304,1219,0.78,0.22
4530219,8413,1708,819,0.68,0.32
4530220,8414,1130,462,0.71,0.29
4530221,8415,480,361,0.57,0.43
4530222,8416,1690,453,0.79,0.21
4530223,8417,370,93,0.80,0.20
4530224,8418,109,22,0.83,0.17
4530225,8419,2724,899,0.75,0.25
4530226,8420,1599,514,0.76,0.24
4530227,8421,554,302,0.65,0.35
4530228,8422,1211,472,0.72,0.28
4530229,8423,1201,384,0.76,0.24
4530231,8424,1754,717,0.71,0.29
4530232,8425,3168,3163,0.50,0.50
4530233,8426,2060,1318,0.61,0.39
4530234,8427,1128,985,0.53,0.47
4530235,8428,2455,285,0.90,0.10
4530236,8429,2401,353,0.87,0.13
4530237,8430,1378,508,0.73,0.27
4530238,8431,1934,495,0.80,0.20
4530239,8432,1825,345,0.84,0.16
4530240,8433,728,213,0.77,0.23
4530241,8434,1577,254,0.86,0.14
4530242,8435,4767,661,0.88,0.12
4530243,8436,1326,287,0.82,0.18
4530244,8437,2079,1527,0.58,0.42
4530245,8438,600,436,0.58,0.42
4530246,8439,1198,374,0.76,0.24
4530247,8440,455,257,0.64,0.36
4530248,8441,1770,334,0.84,0.16
4530249,8442,2005,638,0.76,0.24
4530250,8443,3854,943,0.80,0.20
4530251,8444,2126,641,0.77,0.23
4530252,8445,1847,407,0.82,0.18
4530253,8446,1797,824,0.69,0.31
4530254,8447,1861,666,0.74,0.26
4530256,8448,1195,691,0.63,0.37
4530258,8449,1577,531,0.75,0.25
4530259,8450,1802,567,0.76,0.24
4530260,8451,973,214,0.82,0.18
4530262,8452,2911,918,0.76,0.24
4530263,8453,1911,573,0.77,0.23
4530266,8454,297,153,0.66,0.34
4530267,8455,928,344,0.73,0.27
4530268,8456,743,214,0.78,0.22
4530273,8457,2333,401,0.85,0.15
4530274,8458,1993,252,0.89,0.11
4530275,8459,2607,274,0.90,0.10
4530277,8460,4670,880,0.84,0.16
4530301,8461,956,321,0.75,0.25
4530302,8462,2079,1085,0.66,0.34
4530303,8463,1621,1055,0.61,0.39
4530304,8464,2501,1062,0.70,0.30
4530305,8465,3,4,0.43,0.57
4530306,8466,1329,1784,0.43,0.57
4530307,8467,743,441,0.63,0.37
4530308,8468,2501,4148,0.38,0.62
4530309,8469,1691,664,0.72,0.28
4530310,8470,3908,1777,0.69,0.31
4530311,8471,3521,601,0.85,0.15
4530312,8472,901,944,0.49,0.51
4530313,8473,278,38,0.88,0.12
4530314,8474,3148,2533,0.55,0.45
4530315,8475,2409,1196,0.67,0.33
4530316,8476,2372,2528,0.48,0.52
4530317,8477,1599,914,0.64,0.36
4530318,8478,524,270,0.66,0.34
4530319,8479,937,1206,0.44,0.56
4530320,8480,816,1018,0.44,0.56
4530321,8481,403,185,0.69,0.31
4530323,8482,1458,379,0.79,0.21
4530324,8483,2988,2952,0.50,0.50
4530325,8484,70,29,0.71,0.29
4530326,8485,1552,656,0.70,0.30
4530327,8486,1771,823,0.68,0.32
4530328,8487,2366,825,0.74,0.26
4530329,8488,3050,1253,0.71,0.29
4530330,8489,1510,1131,0.57,0.43
4530331,8490,1652,682,0.71,0.29
4530332,8491,2194,318,0.87,0.13
4530333,8492,1747,803,0.69,0.31
4530334,8493,1610,1011,0.61,0.39
4530335,8494,1457,674,0.68,0.32
4530336,8495,1300,575,0.69,0.31
4530337,8496,2479,1093,0.69,0.31
4530338,8497,2789,1747,0.61,0.39
4530339,8498,1176,430,0.73,0.27
4530340,8499,2614,592,0.82,0.18
4530341,8500,256,100,0.72,0.28
4530342,8501,3501,601,0.85,0.15
4530343,8502,1642,770,0.68,0.32
4530344,8503,1220,285,0.81,0.19
4530345,8504,0,0,0.00,0.00
4530346,8505,2025,3101,0.40,0.60
4530347,8506,1466,811,0.64,0.36
4530349,8507,3338,1338,0.71,0.29
4530350,8508,2824,821,0.77,0.23
4530351,8509,1170,354,0.77,0.23
4530352,8510,2372,558,0.81,0.19
4530354,8511,2631,1306,0.67,0.33
4530356,8512,1320,313,0.81,0.19
4530357,8513,340,189,0.64,0.36
4530358,8514,3111,867,0.78,0.22
4530359,8515,2557,2419,0.51,0.49
4530360,8516,2700,952,0.74,0.26
4530361,8517,680,486,0.58,0.42
4530362,8518,1844,629,0.75,0.25
4530363,8519,940,412,0.70,0.30
4530364,8520,2049,1105,0.65,0.35
4530365,8521,1412,892,0.61,0.39
4530366,8522,3040,1249,0.71,0.29
4530367,8523,4041,1892,0.68,0.32
4530368,8524,151,199,0.43,0.57
4530369,8525,2813,2936,0.49,0.51
4530370,8526,491,835,0.37,0.63
4530371,8527,1121,1766,0.39,0.61
4530372,8528,695,972,0.42,0.58
4530373,8529,1823,3529,0.34,0.66
4530374,8530,2986,2585,0.54,0.46
4530375,8531,367,464,0.44,0.56
4530401,8532,1404,586,0.71,0.29
4530402,8533,2044,688,0.75,0.25
4530403,8534,624,398,0.61,0.39
4530404,8535,3406,874,0.80,0.20
4530405,8536,1131,302,0.79,0.21
4530406,8537,1669,984,0.63,0.37
4530407,8538,2142,415,0.84,0.16
4530408,8539,2287,712,0.76,0.24
4530409,8540,1514,225,0.87,0.13
4530410,8541,2220,408,0.84,0.16
4530411,8542,1489,444,0.77,0.23
4530412,8543,91,19,0.83,0.17
4530413,8544,1396,285,0.83,0.17
4530414,8545,2498,784,0.76,0.24
4530415,8546,799,219,0.78,0.22
4530416,8547,434,128,0.77,0.23
4530417,8548,1442,379,0.79,0.21
4530418,8549,1,2,0.33,0.67
4530419,8550,304,135,0.69,0.31
4530420,8551,2025,306,0.87,0.13
4530421,8552,1971,357,0.85,0.15
4530422,8553,1630,217,0.88,0.12
4530423,8554,2486,409,0.86,0.14
4530424,8555,1846,312,0.86,0.14
4530425,8556,433,114,0.79,0.21
4530426,8557,2228,256,0.90,0.10
4530427,8558,1875,220,0.89,0.11
4530428,8559,1043,421,0.71,0.29
4530429,8560,4772,767,0.86,0.14
4530430,8561,1013,113,0.90,0.10
4530431,8562,4137,514,0.89,0.11
4530432,8563,2,0,1.00,0.00
4530433,8564,1916,255,0.88,0.12
4530434,8565,0,0,0.00,0.00
4530435,8566,3728,1098,0.77,0.23
4530436,8567,293,18,0.94,0.06
4530437,8568,1745,226,0.89,0.11
4530438,8569,1347,189,0.88,0.12
4530439,8570,2820,282,0.91,0.09
4530440,8571,770,186,0.81,0.19
4530441,8572,2810,534,0.84,0.16
4530442,8573,1038,195,0.84,0.16
4530443,8574,2047,397,0.84,0.16
4530444,8575,168,19,0.90,0.10
4530446,8576,739,105,0.88,0.12
4530447,8577,2620,505,0.84,0.16
4530448,8578,1716,325,0.84,0.16
4530450,8579,3051,688,0.82,0.18
4530451,8580,2196,445,0.83,0.17
4530452,8581,1282,250,0.84,0.16
4530454,8582,1339,374,0.78,0.22
4530458,8583,2495,618,0.80,0.20
4530460,8584,2313,475,0.83,0.17
4530461,8585,3755,652,0.85,0.15
4530463,8586,2410,567,0.81,0.19
4550001,8587,75,353,0.18,0.82
4550002,8588,84,459,0.15,0.85
4550003,8589,54,261,0.17,0.83
4550004,8590,42,200,0.17,0.83
4550005,8591,38,149,0.20,0.80
4550006,8592,26,135,0.16,0.84
4550007,8593,22,162,0.12,0.88
4550008,8594,40,218,0.16,0.84
4550009,8595,68,336,0.17,0.83
4550010,8596,37,179,0.17,0.83
4550011,8597,225,982,0.19,0.81
4550012,8598,17,66,0.20,0.80
4550014,8599,79,338,0.19,0.81
4550015,8600,13,76,0.15,0.85
4550016,8601,71,274,0.21,0.79
4550017,8602,170,350,0.33,0.67
4550018,8603,40,49,0.45,0.55
4550019,8604,178,742,0.19,0.81
4550020,8605,5,43,0.10,0.90
4550021,8606,39,207,0.16,0.84
4570001,8607,67,450,0.13,0.87
4570002,8608,223,377,0.37,0.63
4570003,8609,222,783,0.22,0.78
4570004,8610,97,865,0.10,0.90
4570005,8611,54,94,0.36,0.64
4570006,8612,48,287,0.14,0.86
4570007,8613,38,432,0.08,0.92
4570008,8614,20,139,0.13,0.87
4570009,8615,23,298,0.07,0.93
4570010,8616,114,872,0.12,0.88
4570011,8617,3,78,0.04,0.96
4570013,8618,63,399,0.14,0.86
4570014,8619,93,1040,0.08,0.92
4570015,8620,62,660,0.09,0.91
4570016,8621,44,392,0.10,0.90
4570017,8622,94,239,0.28,0.72
4570018,8623,138,789,0.15,0.85
4590001,8624,223,1347,0.14,0.86
4590002,8625,120,1604,0.07,0.93
4590003,8626,126,942,0.12,0.88
4590004,8627,142,718,0.17,0.83
4590005,8628,100,401,0.20,0.80
4590006,8629,155,888,0.15,0.85
4590007,8630,258,1422,0.15,0.85
4590008,8631,116,552,0.17,0.83
4590009,8632,222,1112,0.17,0.83
4590010,8633,169,1471,0.10,0.90
4590011,8634,97,390,0.20,0.80
4590012,8635,78,672,0.10,0.90
4590013,8636,140,505,0.22,0.78
4590014,8637,64,309,0.17,0.83
4590015,8638,114,1253,0.08,0.92
4590016,8639,243,809,0.23,0.77
4590017,8640,369,1038,0.26,0.74
4590018,8641,128,272,0.32,0.68
4590020,8644,10,100,0.09,0.91
4590021,8645,0,0,0.00,0.00
4610001,8646,32,281,0.10,0.90
4610002,8647,13,153,0.08,0.92
4610003,8648,51,225,0.18,0.82
4610004,8649,52,305,0.15,0.85
4610005,8650,4,58,0.06,0.94
4610006,8651,17,148,0.10,0.90
4630001,8652,476,598,0.44,0.56
4630002,8653,282,559,0.34,0.66
4630003,8654,42,488,0.08,0.92
4630004,8655,58,340,0.15,0.85
4630005,8656,324,826,0.28,0.72
4630006,8657,37,177,0.17,0.83
4630007,8658,88,371,0.19,0.81
4630008,8659,523,494,0.51,0.49
4630009,8660,496,244,0.67,0.33
4630010,8661,220,91,0.71,0.29
4630011,8662,77,270,0.22,0.78
4630012,8663,561,919,0.38,0.62
4630013,8664,867,721,0.55,0.45
4630014,8665,22,76,0.22,0.78
4650011,8668,548,357,0.61,0.39
4650012,8669,85,89,0.49,0.51
4650013,8670,337,554,0.38,0.62
4650020,8671,16,112,0.13,0.88
4650021,8672,506,412,0.55,0.45
4650022,8673,530,490,0.52,0.48
4650023,8674,56,160,0.26,0.74
4650024,8675,326,389,0.46,0.54
4650030,8676,426,482,0.47,0.53
4650031,8677,1262,2043,0.38,0.62
4650032,8678,34,156,0.18,0.82
4650033,8679,312,943,0.25,0.75
4650040,8680,1369,1092,0.56,0.44
4650042,8683,3,19,0.14,0.86
4650043,8684,3,44,0.06,0.94
4690001,8703,156,107,0.59,0.41
4690002,8704,231,326,0.41,0.59
4690003,8705,282,449,0.39,0.61
4690004,8706,365,293,0.55,0.45
4690005,8707,641,599,0.52,0.48
4690006,8708,84,52,0.62,0.38
4690007,8709,629,403,0.61,0.39
4690008,8710,508,544,0.48,0.52
4690009,8711,257,357,0.42,0.58
4690010,8712,368,675,0.35,0.65
4690011,8713,61,247,0.20,0.80
4690012,8714,156,234,0.40,0.60
4690013,8715,323,381,0.46,0.54
4690014,8716,208,643,0.24,0.76
4690015,8717,17,79,0.18,0.82
4690016,8718,53,244,0.18,0.82
4690017,8719,137,216,0.39,0.61
4690018,8720,497,2138,0.19,0.81
4690019,8721,652,1033,0.39,0.61
4690020,8722,171,799,0.18,0.82
4690021,8723,681,2142,0.24,0.76
4690022,8724,134,1097,0.11,0.89
4690023,8725,187,970,0.16,0.84
4690024,8726,155,955,0.14,0.86
4690025,8727,785,1602,0.33,0.67
4690026,8728,168,576,0.23,0.77
4690027,8729,98,1197,0.08,0.92
4690028,8730,37,319,0.10,0.90
4690029,8731,473,1358,0.26,0.74
4690030,8732,108,211,0.34,0.66
4690031,8733,180,254,0.41,0.59
4690032,8734,354,290,0.55,0.45
4690033,8735,756,2333,0.24,0.76
4690034,8736,338,173,0.66,0.34
4690035,8737,130,62,0.68,0.32
4710101,8738,255,145,0.64,0.36
4710102,8739,1111,1281,0.46,0.54
4710103,8740,324,931,0.26,0.74
4710104,8741,268,1207,0.18,0.82
4710201,8742,837,748,0.53,0.47
4710203,8743,71,402,0.15,0.85
4710204,8744,635,1411,0.31,0.69
4710205,8745,499,1674,0.23,0.77
4710206,8746,318,407,0.44,0.56
4710301,8747,977,575,0.63,0.37
4710302,8748,136,347,0.28,0.72
4710303,8749,117,361,0.24,0.76
4710304,8750,573,2134,0.21,0.79
4710401,8751,972,657,0.60,0.40
4710403,8752,278,815,0.25,0.75
4710404,8753,513,2280,0.18,0.82
4730101,8754,429,893,0.32,0.68
4730102,8755,532,567,0.48,0.52
4730103,8756,409,487,0.46,0.54
4730104,8757,172,314,0.35,0.65
4730105,8758,107,498,0.18,0.82
4730206,8759,357,1723,0.17,0.83
4730207,8760,355,2232,0.14,0.86
4730208,8761,299,703,0.30,0.70
4730309,8762,1602,41,0.98,0.02
4730310,8763,737,217,0.77,0.23
4730311,8764,159,384,0.29,0.71
4730312,8765,213,1038,0.17,0.83
4730313,8766,184,318,0.37,0.63
4730414,8767,137,123,0.53,0.47
4730415,8768,257,725,0.26,0.74
4730416,8769,496,429,0.54,0.46
4730417,8770,472,251,0.65,0.35
4730418,8771,603,1675,0.26,0.74
4730419,8772,214,505,0.30,0.70
4750002,8775,209,1048,0.17,0.83
4770101,8783,320,598,0.35,0.65
4770104,8784,763,304,0.72,0.28
4770109,8785,154,661,0.19,0.81
4770115,8786,163,536,0.23,0.77
4770117,8787,36,11,0.77,0.23
4770121,8788,26,38,0.41,0.59
4770202,8789,63,118,0.35,0.65
4770203,8790,300,1116,0.21,0.79
4770205,8791,494,1401,0.26,0.74
4770208,8792,147,995,0.13,0.87
4770307,8793,328,834,0.28,0.72
4770311,8794,170,747,0.19,0.81
4770312,8795,150,803,0.16,0.84
4770316,8796,39,142,0.22,0.78
4770320,8797,205,1306,0.14,0.86
4770406,8798,317,808,0.28,0.72
4770410,8799,158,791,0.17,0.83
4770413,8800,97,608,0.14,0.86
4770414,8801,81,557,0.13,0.87
4770418,8802,140,301,0.32,0.68
4770419,8803,110,284,0.28,0.72
4790122,8804,192,116,0.62,0.38
4790124,8805,635,273,0.70,0.30
4790125,8806,328,141,0.70,0.30
4790128,8807,193,83,0.70,0.30
4790129,8808,744,423,0.64,0.36
4790130,8809,1262,698,0.64,0.36
4790132,8810,1242,688,0.64,0.36
4790133,8811,1239,679,0.65,0.35
4790134,8812,548,312,0.64,0.36
4790135,8813,332,178,0.65,0.35
4790136,8814,98,131,0.43,0.57
4790154,8815,388,234,0.62,0.38
4790164,8816,335,153,0.69,0.31
4790169,8817,377,241,0.61,0.39
4790215,8818,480,229,0.68,0.32
4790218,8819,715,346,0.67,0.33
4790219,8820,541,291,0.65,0.35
4790220,8821,418,189,0.69,0.31
4790221,8822,420,216,0.66,0.34
4790226,8823,392,202,0.66,0.34
4790227,8824,1567,1008,0.61,0.39
4790231,8825,1268,801,0.61,0.39
4790237,8826,168,216,0.44,0.56
4790239,8827,1918,1252,0.61,0.39
4790252,8828,1018,606,0.63,0.37
4790255,8829,835,606,0.58,0.42
4790266,8830,490,235,0.68,0.32
4790267,8831,635,350,0.64,0.36
4790268,8832,87,78,0.53,0.47
4790308,8833,305,229,0.57,0.43
4790309,8834,1185,554,0.68,0.32
4790310,8835,174,73,0.70,0.30
4790311,8836,570,279,0.67,0.33
4790312,8837,370,181,0.67,0.33
4790338,8838,68,38,0.64,0.36
4790340,8839,787,740,0.52,0.48
4790341,8840,535,473,0.53,0.47
4790342,8841,818,553,0.60,0.40
4790343,8842,1019,635,0.62,0.38
4790344,8843,2022,1597,0.56,0.44
4790345,8844,920,598,0.61,0.39
4790349,8845,953,977,0.49,0.51
4790350,8846,12,25,0.32,0.68
4790351,8847,188,68,0.73,0.27
4790356,8848,1788,1472,0.55,0.45
4790359,8849,1508,996,0.60,0.40
4790360,8850,166,98,0.63,0.37
4790361,8851,503,295,0.63,0.37
4790362,8852,133,60,0.69,0.31
4790363,8853,307,146,0.68,0.32
4790401,8854,446,239,0.65,0.35
4790402,8855,527,217,0.71,0.29
4790403,8856,386,190,0.67,0.33
4790404,8857,561,236,0.70,0.30
4790405,8858,558,284,0.66,0.34
4790406,8859,283,134,0.68,0.32
4790407,8860,159,91,0.64,0.36
4790413,8861,620,302,0.67,0.33
4790414,8862,307,131,0.70,0.30
4790416,8863,312,123,0.72,0.28
4790417,8864,180,97,0.65,0.35
4790423,8865,308,129,0.70,0.30
4790446,8866,1236,681,0.64,0.36
4790447,8867,963,858,0.53,0.47
4790448,8868,111,97,0.53,0.47
4790453,8869,163,69,0.70,0.30
4790457,8870,20,28,0.42,0.58
4790458,8871,1250,824,0.60,0.40
4790465,8872,256,112,0.70,0.30
4810102,8875,431,1311,0.25,0.75
4810103,8876,285,1067,0.21,0.79
4810201,8877,258,1778,0.13,0.87
4810202,8878,361,189,0.66,0.34
4810203,8879,1037,786,0.57,0.43
4810301,8880,248,1515,0.14,0.86
4810302,8881,347,1125,0.24,0.76
4810303,8882,159,1350,0.11,0.89
4810401,8883,605,906,0.40,0.60
4810402,8884,231,666,0.26,0.74
4810403,8885,151,292,0.34,0.66
4830001,8886,3,183,0.02,0.98
4830002,8887,17,363,0.04,0.96
4830003,8888,32,316,0.09,0.91
4830004,8889,12,118,0.09,0.91
4830005,8890,3,81,0.04,0.96
4830006,8891,5,78,0.06,0.94
4830007,8892,5,88,0.05,0.95
4830008,8893,38,340,0.10,0.90
4830009,8894,53,502,0.10,0.90
4830010,8895,0,90,0.00,1.00
4850101,8896,38,179,0.18,0.82
4850102,8897,177,456,0.28,0.72
4850103,8898,962,2547,0.27,0.73
4850104,8899,233,602,0.28,0.72
4850105,8900,690,1458,0.32,0.68
4850106,8901,82,594,0.12,0.88
4850107,8902,9,30,0.23,0.77
4850108,8903,627,1883,0.25,0.75
4850109,8904,763,1995,0.28,0.72
4850110,8905,152,275,0.36,0.64
4850111,8906,183,183,0.50,0.50
4850112,8907,12,7,0.63,0.37
4850113,8908,158,259,0.38,0.62
4850114,8909,3,31,0.09,0.91
4850115,8910,5,0,1.00,0.00
4850116,8911,2,32,0.06,0.94
4850117,8912,4,34,0.11,0.89
4850201,8913,668,977,0.41,0.59
4850202,8914,342,801,0.30,0.70
4850203,8915,430,584,0.42,0.58
4850204,8916,68,439,0.13,0.87
4850205,8917,520,2216,0.19,0.81
4850206,8918,382,1633,0.19,0.81
4850207,8919,156,254,0.38,0.62
4850208,8920,16,82,0.16,0.84
4850209,8921,0,0,0.00,0.00
4850210,8922,0,0,0.00,0.00
4850211,8923,50,103,0.33,0.67
4850301,8924,9,9,0.50,0.50
4850302,8925,389,497,0.44,0.56
4850303,8926,600,385,0.61,0.39
4850304,8927,68,69,0.50,0.50
4850305,8928,81,144,0.36,0.64
4850306,8929,421,129,0.77,0.23
4850307,8930,46,117,0.28,0.72
4850308,8931,177,139,0.56,0.44
4850309,8932,319,2493,0.11,0.89
4850310,8933,126,1013,0.11,0.89
4850311,8934,570,274,0.68,0.32
4850312,8935,11,16,0.41,0.59
4850313,8936,8,4,0.67,0.33
4850315,8937,21,78,0.21,0.79
4850316,8938,15,11,0.58,0.42
4850317,8939,13,47,0.22,0.78
4850318,8940,71,201,0.26,0.74
4850319,8941,11,26,0.30,0.70
4850401,8942,449,1139,0.28,0.72
4850402,8943,132,367,0.26,0.74
4850403,8944,468,1121,0.29,0.71
4850404,8945,518,1509,0.26,0.74
4850405,8946,448,696,0.39,0.61
4850406,8947,591,1432,0.29,0.71
4850407,8948,405,610,0.40,0.60
4850408,8949,6,15,0.29,0.71
4850409,8950,2,11,0.15,0.85
4850410,8951,46,174,0.21,0.79
4850411,8952,171,347,0.33,0.67
4850412,8953,59,458,0.11,0.89
4850413,8954,98,450,0.18,0.82
4850414,8955,80,434,0.16,0.84
4870019,8958,315,690,0.31,0.69
4870020,8959,149,537,0.22,0.78
4870021,8960,206,1185,0.15,0.85
4890001,8961,440,309,0.59,0.41
4890003,8964,269,233,0.54,0.46
4890004,8965,492,325,0.60,0.40
4890005,8966,245,153,0.62,0.38
4890006,8967,121,123,0.50,0.50
4890007,8968,334,246,0.58,0.42
4890008,8969,219,179,0.55,0.45
4890009,8970,272,193,0.58,0.42
4890010,8971,43,182,0.19,0.81
4890011,8972,166,179,0.48,0.52
4890012,8973,26,20,0.57,0.43
4910119,8974,1497,1223,0.55,0.45
4910122,8975,1321,959,0.58,0.42
4910135,8976,1482,760,0.66,0.34
4910138,8977,1772,1437,0.55,0.45
4910140,8978,941,692,0.58,0.42
4910145,8979,1267,664,0.66,0.34
4910146,8980,2697,1019,0.73,0.27
4910147,8981,2056,827,0.71,0.29
4910149,8982,1258,795,0.61,0.39
4910150,8983,1137,636,0.64,0.36
4910151,8984,1398,580,0.71,0.29
4910152,8985,1269,543,0.70,0.30
4910160,8986,2104,1386,0.60,0.40
4910162,8987,1462,608,0.71,0.29
4910172,8988,1063,839,0.56,0.44
4910182,8989,1715,1721,0.50,0.50
4910185,8990,898,376,0.70,0.30
4910186,8991,1469,753,0.66,0.34
4910189,8992,1444,782,0.65,0.35
4910190,8993,2089,1868,0.53,0.47
4910197,8994,1451,877,0.62,0.38
4910198,8995,2092,1315,0.61,0.39
4910201,8996,3044,1990,0.60,0.40
4910202,8997,825,844,0.49,0.51
4910204,8998,2257,1806,0.56,0.44
4910206,8999,874,2326,0.27,0.73
4910207,9000,1127,3428,0.25,0.75
4910216,9001,1066,865,0.55,0.45
4910218,9002,1503,840,0.64,0.36
4910253,9003,1569,1966,0.44,0.56
4910254,9004,1442,1353,0.52,0.48
4910259,9005,2306,2324,0.50,0.50
4910263,9006,2277,2305,0.50,0.50
4910264,9007,1962,2375,0.45,0.55
